student_ID,gender ,student_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,mean,median,standard_deviation,maximum,minimum,total_score,status(P/F),overall_performance
538,female,group D,high school,standard,Incomplete,51,66,62,59.7,62.0,7.77,66,51,179,Pass,Average
539,male,group E,bachelor's degree,standard,completed,85,66,71,74.0,71.0,9.85,85,66,222,Pass,Good
540,male,group A,associate's degree,standard,completed,97,92,86,91.7,92.0,5.51,97,86,275,Pass,Excellent
541,male,group C,high school,standard,completed,75,69,68,70.7,69.0,3.79,75,68,212,Pass,Good
542,male,group D,associate's degree,reduced,completed,79,82,80,80.3,80.0,1.53,82,79,241,Pass,Good
543,female,group C,associate's degree,standard,Incomplete,81,77,79,79.0,79.0,2.00,81,77,237,Pass,Good
544,female,group D,associate's degree,standard,Incomplete,82,95,89,88.7,89.0,6.51,95,82,266,Pass,Excellent
545,female,group D,master's degree,standard,Incomplete,64,63,66,64.3,64.0,1.53,66,63,193,Pass,Average
546,male,group E,partial high school,reduced,completed,78,83,80,80.3,80.0,2.52,83,78,241,Pass,Good
547,female,group A,partial high school,standard,completed,92,100,97,96.3,97.0,4.04,100,92,289,Pass,Excellent
548,male,group C,high school,standard,completed,72,67,64,67.7,67.0,4.04,72,64,203,Pass,Good
549,female,group C,high school,reduced,Incomplete,62,67,64,64.3,64.0,2.52,67,62,193,Pass,Average
550,male,group C,master's degree,standard,Incomplete,79,72,69,73.3,72.0,5.13,79,69,220,Pass,Good
551,male,group C,partial high school,reduced,Incomplete,79,76,65,73.3,76.0,7.37,79,65,220,Pass,Good
552,male,group B,bachelor's degree,reduced,completed,87,90,88,88.3,88.0,1.53,90,87,265,Pass,Excellent
553,female,group B,associate's degree,standard,Incomplete,40,48,50,46.0,48.0,5.29,50,40,138,Pass,Average
554,male,group D,partial college,reduced,Incomplete,77,62,64,67.7,64.0,8.14,77,62,203,Pass,Good
555,male,group E,associate's degree,standard,Incomplete,53,45,40,46.0,45.0,6.56,53,40,138,Pass,Average
556,female,group C,partial college,reduced,Incomplete,32,39,33,34.7,33.0,3.79,39,32,104,Fail,Poor
557,female,group C,associate's degree,standard,completed,55,72,79,68.7,72.0,12.34,79,55,206,Pass,Good
558,male,group C,master's degree,reduced,Incomplete,61,67,66,64.7,66.0,3.21,67,61,194,Pass,Average
559,female,group B,associate's degree,reduced,Incomplete,53,70,70,64.3,70.0,9.81,70,53,193,Pass,Average
560,male,group D,partial high school,standard,Incomplete,73,66,62,67.0,66.0,5.57,73,62,201,Pass,Good
561,female,group D,partial college,standard,completed,74,75,79,76.0,75.0,2.65,79,74,228,Pass,Good
562,female,group C,partial college,standard,Incomplete,63,74,74,70.3,74.0,6.35,74,63,211,Pass,Good
563,male,group C,bachelor's degree,standard,completed,96,90,92,92.7,92.0,3.06,96,90,278,Pass,Excellent
564,female,group D,partial college,reduced,completed,63,80,80,74.3,80.0,9.81,80,63,223,Pass,Good
565,male,group B,bachelor's degree,reduced,Incomplete,48,51,46,48.3,48.0,2.52,51,46,145,Pass,Average
566,male,group B,associate's degree,standard,Incomplete,48,43,45,45.3,45.0,2.52,48,43,136,Pass,Average
567,female,group E,bachelor's degree,reduced,completed,92,100,100,97.3,100.0,4.62,100,92,292,Pass,Excellent
568,female,group D,master's degree,reduced,completed,61,71,78,70.0,71.0,8.54,78,61,210,Pass,Good
569,male,group B,high school,reduced,Incomplete,63,48,47,52.7,48.0,8.96,63,47,158,Pass,Average
570,male,group D,bachelor's degree,reduced,Incomplete,68,68,67,67.7,68.0,0.58,68,67,203,Pass,Good
571,male,group B,partial college,standard,completed,71,75,70,72.0,71.0,2.65,75,70,216,Pass,Good
572,male,group A,bachelor's degree,standard,Incomplete,91,96,92,93.0,92.0,2.65,96,91,279,Pass,Excellent
573,female,group C,partial college,standard,Incomplete,53,62,56,57.0,56.0,4.58,62,53,171,Pass,Average
574,female,group C,high school,reduced,completed,50,66,64,60.0,64.0,8.72,66,50,180,Pass,Average
575,female,group E,high school,standard,Incomplete,74,81,71,75.3,74.0,5.13,81,71,226,Pass,Good
576,male,group A,associate's degree,reduced,completed,40,55,53,49.3,53.0,8.14,55,40,148,Pass,Average
577,male,group A,partial college,standard,completed,61,51,52,54.7,52.0,5.51,61,51,164,Pass,Average
578,female,group B,high school,standard,Incomplete,81,91,89,87.0,89.0,5.29,91,81,261,Pass,Excellent
579,female,group B,partial college,reduced,completed,48,56,58,54.0,56.0,5.29,58,48,162,Pass,Average
580,female,group D,master's degree,standard,Incomplete,53,61,68,60.7,61.0,7.51,68,53,182,Pass,Average
581,female,group D,partial high school,standard,Incomplete,81,97,96,91.3,96.0,8.96,97,81,274,Pass,Excellent
582,female,group E,partial high school,standard,Incomplete,77,79,80,78.7,79.0,1.53,80,77,236,Pass,Good
583,female,group D,bachelor's degree,reduced,Incomplete,63,73,78,71.3,73.0,7.64,78,63,214,Pass,Good
584,female,group D,associate's degree,standard,completed,73,75,80,76.0,75.0,3.61,80,73,228,Pass,Good
585,female,group D,partial college,standard,Incomplete,69,77,77,74.3,77.0,4.62,77,69,223,Pass,Good
586,female,group C,associate's degree,standard,Incomplete,65,76,76,72.3,76.0,6.35,76,65,217,Pass,Good
587,female,group A,high school,standard,Incomplete,55,73,73,67.0,73.0,10.39,73,55,201,Pass,Good
588,female,group C,bachelor's degree,reduced,Incomplete,44,63,62,56.3,62.0,10.69,63,44,169,Pass,Average
589,female,group C,partial college,standard,Incomplete,54,64,65,61.0,64.0,6.08,65,54,183,Pass,Average
590,female,group A,partial high school,standard,Incomplete,48,66,65,59.7,65.0,10.12,66,48,179,Pass,Average
591,male,group C,partial college,reduced,Incomplete,58,57,54,56.3,57.0,2.08,58,54,169,Pass,Average
592,male,group A,partial high school,standard,Incomplete,71,62,50,61.0,62.0,10.54,71,50,183,Pass,Average
593,male,group E,bachelor's degree,standard,Incomplete,68,68,64,66.7,68.0,2.31,68,64,200,Pass,Good
594,female,group E,high school,standard,Incomplete,74,76,73,74.3,74.0,1.53,76,73,223,Pass,Good
595,female,group C,bachelor's degree,standard,completed,92,100,99,97.0,99.0,4.36,100,92,291,Pass,Excellent
596,female,group C,bachelor's degree,standard,completed,56,79,72,69.0,72.0,11.79,79,56,207,Pass,Good
597,male,group B,high school,reduced,Incomplete,30,24,15,23.0,24.0,7.55,30,15,69,Fail,Poor
598,male,group A,partial high school,standard,Incomplete,53,54,48,51.7,53.0,3.21,54,48,155,Pass,Average
599,female,group D,high school,standard,Incomplete,69,77,73,73.0,73.0,4.00,77,69,219,Pass,Good
600,female,group D,partial high school,standard,Incomplete,65,82,81,76.0,81.0,9.54,82,65,228,Pass,Good
601,female,group D,master's degree,standard,Incomplete,54,60,63,59.0,60.0,4.58,63,54,177,Pass,Average
602,female,group C,high school,standard,Incomplete,29,29,30,29.3,29.0,0.58,30,29,88,Fail,Poor
603,female,group E,partial college,standard,Incomplete,76,78,80,78.0,78.0,2.00,80,76,234,Pass,Good
604,male,group D,high school,reduced,Incomplete,60,57,51,56.0,57.0,4.58,60,51,168,Pass,Average
605,male,group D,master's degree,reduced,completed,84,89,90,87.7,89.0,3.21,90,84,263,Pass,Excellent
606,male,group C,partial high school,standard,Incomplete,75,72,62,69.7,72.0,6.81,75,62,209,Pass,Good
607,female,group C,associate's degree,standard,Incomplete,85,84,82,83.7,84.0,1.53,85,82,251,Pass,Excellent
608,female,group C,master's degree,reduced,Incomplete,40,58,54,50.7,54.0,9.45,58,40,152,Pass,Average
609,female,group E,partial college,standard,Incomplete,61,64,62,62.3,62.0,1.53,64,61,187,Pass,Average
610,female,group B,associate's degree,standard,Incomplete,58,63,65,62.0,63.0,3.61,65,58,186,Pass,Average
611,male,group D,partial college,reduced,completed,69,60,63,64.0,63.0,4.58,69,60,192,Pass,Average
612,female,group C,partial college,standard,Incomplete,58,59,66,61.0,59.0,4.36,66,58,183,Pass,Average
613,male,group C,bachelor's degree,standard,completed,94,90,91,91.7,91.0,2.08,94,90,275,Pass,Excellent
614,female,group C,associate's degree,standard,Incomplete,65,77,74,72.0,74.0,6.24,77,65,216,Pass,Good
615,female,group A,associate's degree,standard,Incomplete,82,93,93,89.3,93.0,6.35,93,82,268,Pass,Excellent
616,female,group C,high school,standard,Incomplete,60,68,72,66.7,68.0,6.11,72,60,200,Pass,Good
617,female,group E,bachelor's degree,standard,Incomplete,37,45,38,40.0,38.0,4.36,45,37,120,Fail,Poor
618,male,group D,bachelor's degree,standard,Incomplete,88,78,83,83.0,83.0,5.00,88,78,249,Pass,Good
619,male,group D,master's degree,standard,Incomplete,95,81,84,86.7,84.0,7.37,95,81,260,Pass,Excellent
620,male,group C,associate's degree,reduced,completed,65,73,68,68.7,68.0,4.04,73,65,206,Pass,Good
621,female,group C,high school,reduced,Incomplete,35,61,54,50.0,54.0,13.45,61,35,150,Fail,Average
622,male,group B,bachelor's degree,reduced,Incomplete,62,63,56,60.3,62.0,3.79,63,56,181,Pass,Average
623,male,group C,high school,reduced,completed,58,51,52,53.7,52.0,3.79,58,51,161,Pass,Average
624,male,group A,partial college,standard,completed,100,96,86,94.0,96.0,7.21,100,86,282,Pass,Excellent
625,female,group E,bachelor's degree,reduced,Incomplete,61,58,62,60.3,61.0,2.08,62,58,181,Pass,Average
626,male,group D,partial college,standard,completed,100,97,99,98.7,99.0,1.53,100,97,296,Pass,Excellent
627,male,group B,associate's degree,reduced,completed,69,70,63,67.3,69.0,3.79,70,63,202,Pass,Good
628,male,group D,associate's degree,standard,Incomplete,61,48,46,51.7,48.0,8.14,61,46,155,Pass,Average
629,male,group D,partial college,reduced,Incomplete,49,57,46,50.7,49.0,5.69,57,46,152,Pass,Average
630,female,group C,partial high school,standard,completed,44,51,55,50.0,51.0,5.57,55,44,150,Pass,Average
631,male,group D,partial college,standard,Incomplete,67,64,70,67.0,67.0,3.00,70,64,201,Pass,Good
632,male,group B,high school,standard,Incomplete,79,60,65,68.0,65.0,9.85,79,60,204,Pass,Good
633,female,group B,bachelor's degree,standard,completed,66,74,81,73.7,74.0,7.51,81,66,221,Pass,Good
634,female,group C,high school,standard,Incomplete,75,88,85,82.7,85.0,6.81,88,75,248,Pass,Good
635,male,group D,partial high school,standard,Incomplete,84,84,80,82.7,84.0,2.31,84,80,248,Pass,Good
636,male,group A,high school,standard,Incomplete,71,74,64,69.7,71.0,5.13,74,64,209,Pass,Good
637,female,group B,high school,reduced,completed,67,80,81,76.0,80.0,7.81,81,67,228,Pass,Good
638,female,group D,partial high school,standard,completed,80,92,88,86.7,88.0,6.11,92,80,260,Pass,Excellent
639,male,group E,partial college,standard,Incomplete,86,76,74,78.7,76.0,6.43,86,74,236,Pass,Good
640,female,group D,associate's degree,standard,Incomplete,76,74,73,74.3,74.0,1.53,76,73,223,Pass,Good
641,male,group D,high school,standard,Incomplete,41,52,51,48.0,51.0,6.08,52,41,144,Pass,Average
642,female,group D,associate's degree,reduced,completed,74,88,90,84.0,88.0,8.72,90,74,252,Pass,Excellent
643,female,group B,partial high school,reduced,Incomplete,72,81,79,77.3,79.0,4.73,81,72,232,Pass,Good
644,female,group E,high school,standard,completed,74,79,80,77.7,79.0,3.21,80,74,233,Pass,Good
645,male,group B,high school,standard,Incomplete,70,65,60,65.0,65.0,5.00,70,60,195,Pass,Average
646,female,group B,bachelor's degree,standard,completed,65,81,81,75.7,81.0,9.24,81,65,227,Pass,Good
647,female,group D,associate's degree,standard,Incomplete,59,70,65,64.7,65.0,5.51,70,59,194,Pass,Average
648,female,group E,high school,reduced,Incomplete,64,62,68,64.7,64.0,3.06,68,62,194,Pass,Average
649,female,group B,high school,standard,Incomplete,50,53,55,52.7,53.0,2.52,55,50,158,Pass,Average
650,female,group D,partial college,standard,completed,69,79,81,76.3,79.0,6.43,81,69,229,Pass,Good
651,male,group C,partial high school,reduced,completed,51,56,53,53.3,53.0,2.52,56,51,160,Pass,Average
652,female,group A,high school,standard,completed,68,80,76,74.7,76.0,6.11,80,68,224,Pass,Good
653,female,group D,partial college,standard,completed,85,86,98,89.7,86.0,7.23,98,85,269,Pass,Excellent
654,female,group A,associate's degree,standard,completed,65,70,74,69.7,70.0,4.51,74,65,209,Pass,Good
655,female,group B,partial high school,standard,Incomplete,73,79,79,77.0,79.0,3.46,79,73,231,Pass,Good
656,female,group B,partial college,standard,Incomplete,62,67,67,65.3,67.0,2.89,67,62,196,Pass,Average
657,male,group C,associate's degree,reduced,Incomplete,77,67,64,69.3,67.0,6.81,77,64,208,Pass,Good
658,male,group D,partial high school,standard,Incomplete,69,66,61,65.3,66.0,4.04,69,61,196,Pass,Average
659,female,group D,associate's degree,reduced,Incomplete,43,60,58,53.7,58.0,9.29,60,43,161,Pass,Average
660,male,group D,associate's degree,standard,Incomplete,90,87,85,87.3,87.0,2.52,90,85,262,Pass,Excellent
661,male,group C,partial college,reduced,Incomplete,74,77,73,74.7,74.0,2.08,77,73,224,Pass,Good
662,male,group C,partial high school,standard,Incomplete,73,66,63,67.3,66.0,5.13,73,63,202,Pass,Good
663,female,group D,partial college,reduced,Incomplete,55,71,69,65.0,69.0,8.72,71,55,195,Pass,Average
664,female,group C,high school,standard,Incomplete,65,69,67,67.0,67.0,2.00,69,65,201,Pass,Good
665,male,group D,associate's degree,standard,Incomplete,80,63,63,68.7,63.0,9.81,80,63,206,Pass,Good
666,female,group C,partial high school,reduced,completed,50,60,60,56.7,60.0,5.77,60,50,170,Pass,Average
667,female,group C,partial college,reduced,completed,63,73,71,69.0,71.0,5.29,73,63,207,Pass,Good
668,female,group B,bachelor's degree,reduced,Incomplete,77,85,87,83.0,85.0,5.29,87,77,249,Pass,Good
669,male,group C,partial college,standard,Incomplete,73,74,61,69.3,73.0,7.23,74,61,208,Pass,Good
670,male,group D,associate's degree,standard,completed,81,72,77,76.7,77.0,4.51,81,72,230,Pass,Good
671,female,group C,high school,reduced,Incomplete,66,76,68,70.0,68.0,5.29,76,66,210,Pass,Good
672,male,group D,associate's degree,reduced,Incomplete,52,57,50,53.0,52.0,3.61,57,50,159,Pass,Average
673,female,group C,partial college,standard,Incomplete,69,78,76,74.3,76.0,4.73,78,69,223,Pass,Good
674,female,group C,associate's degree,standard,completed,65,84,84,77.7,84.0,10.97,84,65,233,Pass,Good
675,female,group D,high school,standard,completed,69,77,78,74.7,77.0,4.93,78,69,224,Pass,Good
676,female,group B,partial college,standard,completed,50,64,66,60.0,64.0,8.72,66,50,180,Pass,Average
677,female,group E,partial college,standard,completed,73,78,76,75.7,76.0,2.52,78,73,227,Pass,Good
678,female,group C,partial high school,standard,completed,70,82,76,76.0,76.0,6.00,82,70,228,Pass,Good
679,male,group D,associate's degree,reduced,Incomplete,81,75,78,78.0,78.0,3.00,81,75,234,Pass,Good
680,male,group D,partial college,reduced,Incomplete,63,61,60,61.3,61.0,1.53,63,60,184,Pass,Average
681,female,group D,high school,standard,Incomplete,67,72,74,71.0,72.0,3.61,74,67,213,Pass,Good
682,male,group B,high school,standard,Incomplete,60,68,60,62.7,60.0,4.62,68,60,188,Pass,Average
683,male,group B,high school,standard,Incomplete,62,55,54,57.0,55.0,4.36,62,54,171,Pass,Average
684,female,group C,partial high school,reduced,completed,29,40,44,37.7,40.0,7.77,44,29,113,Fail,Poor
685,male,group B,partial college,standard,completed,62,66,68,65.3,66.0,3.06,68,62,196,Pass,Average
686,female,group E,master's degree,standard,completed,94,99,100,97.7,99.0,3.21,100,94,293,Pass,Excellent
687,male,group E,partial college,standard,completed,85,75,68,76.0,75.0,8.54,85,68,228,Pass,Good
688,male,group D,associate's degree,reduced,Incomplete,77,78,73,76.0,77.0,2.65,78,73,228,Pass,Good
689,male,group A,high school,reduced,Incomplete,53,58,44,51.7,53.0,7.09,58,44,155,Pass,Average
690,male,group E,partial college,reduced,Incomplete,93,90,83,88.7,90.0,5.13,93,83,266,Pass,Excellent
691,female,group C,associate's degree,standard,Incomplete,49,53,53,51.7,53.0,2.31,53,49,155,Pass,Average
692,female,group E,associate's degree,reduced,Incomplete,73,76,78,75.7,76.0,2.52,78,73,227,Pass,Good
693,female,group C,bachelor's degree,reduced,completed,66,74,81,73.7,74.0,7.51,81,66,221,Pass,Good
694,female,group D,associate's degree,standard,Incomplete,77,77,73,75.7,77.0,2.31,77,73,227,Pass,Good
695,female,group C,partial high school,standard,Incomplete,49,63,56,56.0,56.0,7.00,63,49,168,Pass,Average
696,female,group D,partial college,reduced,Incomplete,79,89,86,84.7,86.0,5.13,89,79,254,Pass,Excellent
697,female,group C,associate's degree,standard,completed,75,82,90,82.3,82.0,7.51,90,75,247,Pass,Good
698,female,group A,bachelor's degree,standard,Incomplete,59,72,70,67.0,70.0,7.00,72,59,201,Pass,Good
699,female,group D,associate's degree,standard,completed,57,78,79,71.3,78.0,12.42,79,57,214,Pass,Good
700,male,group C,high school,reduced,Incomplete,66,66,59,63.7,66.0,4.04,66,59,191,Pass,Average
701,female,group E,bachelor's degree,standard,completed,79,81,82,80.7,81.0,1.53,82,79,242,Pass,Good
702,female,group B,partial high school,standard,Incomplete,57,67,72,65.3,67.0,7.64,72,57,196,Pass,Average
703,male,group A,bachelor's degree,standard,completed,87,84,87,86.0,87.0,1.73,87,84,258,Pass,Excellent
704,female,group D,partial college,standard,Incomplete,63,64,67,64.7,64.0,2.08,67,63,194,Pass,Average
705,female,group B,partial high school,reduced,completed,59,63,64,62.0,63.0,2.65,64,59,186,Pass,Average
706,male,group A,bachelor's degree,reduced,Incomplete,62,72,65,66.3,65.0,5.13,72,62,199,Pass,Average
707,male,group D,high school,standard,Incomplete,46,34,36,38.7,36.0,6.43,46,34,116,Fail,Poor
708,male,group C,partial college,standard,Incomplete,66,59,52,59.0,59.0,7.00,66,52,177,Pass,Average
709,male,group D,high school,standard,Incomplete,89,87,79,85.0,87.0,5.29,89,79,255,Pass,Excellent
710,female,group D,associate's degree,reduced,completed,42,61,58,53.7,58.0,10.21,61,42,161,Pass,Average
711,male,group C,partial college,standard,completed,93,84,90,89.0,90.0,4.58,93,84,267,Pass,Excellent
712,female,group E,partial high school,standard,completed,80,85,85,83.3,85.0,2.89,85,80,250,Pass,Excellent
713,female,group D,partial college,standard,Incomplete,98,100,99,99.0,99.0,1.00,100,98,297,Pass,Excellent
714,male,group D,master's degree,standard,Incomplete,81,81,84,82.0,81.0,1.73,84,81,246,Pass,Good
715,female,group B,partial high school,standard,completed,60,70,74,68.0,70.0,7.21,74,60,204,Pass,Good
716,female,group B,associate's degree,reduced,completed,76,94,87,85.7,87.0,9.07,94,76,257,Pass,Excellent
717,male,group C,associate's degree,standard,completed,73,78,72,74.3,73.0,3.21,78,72,223,Pass,Good
718,female,group C,associate's degree,standard,completed,96,96,99,97.0,96.0,1.73,99,96,291,Pass,Excellent
719,female,group C,high school,standard,Incomplete,76,76,74,75.3,76.0,1.15,76,74,226,Pass,Good
720,male,group E,associate's degree,reduced,completed,91,73,80,81.3,80.0,9.07,91,73,244,Pass,Good
721,female,group C,partial college,reduced,Incomplete,62,72,70,68.0,70.0,5.29,72,62,204,Pass,Good
722,male,group D,partial high school,reduced,completed,55,59,59,57.7,59.0,2.31,59,55,173,Pass,Average
723,female,group B,partial high school,reduced,completed,74,90,88,84.0,88.0,8.72,90,74,252,Pass,Excellent
724,male,group C,high school,standard,Incomplete,50,48,42,46.7,48.0,4.16,50,42,140,Pass,Average
725,male,group B,partial college,standard,Incomplete,47,43,41,43.7,43.0,3.06,47,41,131,Pass,Average
726,male,group E,partial college,standard,completed,81,74,71,75.3,74.0,5.13,81,71,226,Pass,Good
727,female,group E,associate's degree,standard,completed,65,75,77,72.3,75.0,6.43,77,65,217,Pass,Good
728,male,group E,partial high school,standard,completed,68,51,57,58.7,57.0,8.62,68,51,176,Pass,Average
729,female,group D,high school,reduced,Incomplete,73,92,84,83.0,84.0,9.54,92,73,249,Pass,Good
730,male,group C,partial college,standard,Incomplete,53,39,37,43.0,39.0,8.72,53,37,129,Fail,Average
731,female,group B,associate's degree,reduced,completed,68,77,80,75.0,77.0,6.24,80,68,225,Pass,Good
732,male,group A,partial high school,reduced,Incomplete,55,46,43,48.0,46.0,6.24,55,43,144,Pass,Average
733,female,group C,partial college,standard,completed,87,89,94,90.0,89.0,3.61,94,87,270,Pass,Excellent
734,male,group D,partial high school,standard,Incomplete,55,47,44,48.7,47.0,5.69,55,44,146,Pass,Average
735,female,group E,partial college,reduced,Incomplete,53,58,57,56.0,57.0,2.65,58,53,168,Pass,Average
736,male,group C,master's degree,standard,Incomplete,67,57,59,61.0,59.0,5.29,67,57,183,Pass,Average
737,male,group C,associate's degree,standard,Incomplete,92,79,84,85.0,84.0,6.56,92,79,255,Pass,Excellent
738,female,group B,partial college,reduced,completed,53,66,73,64.0,66.0,10.15,73,53,192,Pass,Average
739,male,group D,associate's degree,standard,Incomplete,81,71,73,75.0,73.0,5.29,81,71,225,Pass,Good
740,male,group C,high school,reduced,Incomplete,61,60,55,58.7,60.0,3.21,61,55,176,Pass,Average
741,male,group D,bachelor's degree,standard,Incomplete,80,73,72,75.0,73.0,4.36,80,72,225,Pass,Good
742,female,group A,associate's degree,reduced,Incomplete,37,57,56,50.0,56.0,11.27,57,37,150,Fail,Average
743,female,group C,high school,standard,Incomplete,81,84,82,82.3,82.0,1.53,84,81,247,Pass,Good
744,female,group C,associate's degree,standard,completed,59,73,72,68.0,72.0,7.81,73,59,204,Pass,Good
745,male,group B,partial college,reduced,Incomplete,55,55,47,52.3,55.0,4.62,55,47,157,Pass,Average
746,male,group D,associate's degree,standard,Incomplete,72,79,74,75.0,74.0,3.61,79,72,225,Pass,Good
747,male,group D,high school,standard,Incomplete,69,75,71,71.7,71.0,3.06,75,69,215,Pass,Good
748,male,group C,partial college,standard,Incomplete,69,64,68,67.0,68.0,2.65,69,64,201,Pass,Good
749,female,group C,bachelor's degree,reduced,Incomplete,50,60,59,56.3,59.0,5.51,60,50,169,Pass,Average
750,male,group B,partial college,standard,completed,87,84,86,85.7,86.0,1.53,87,84,257,Pass,Excellent
751,male,group D,partial high school,standard,completed,71,69,68,69.3,69.0,1.53,71,68,208,Pass,Good
752,male,group E,partial college,standard,Incomplete,68,72,65,68.3,68.0,3.51,72,65,205,Pass,Good
753,male,group C,master's degree,reduced,completed,79,77,75,77.0,77.0,2.00,79,75,231,Pass,Good
754,female,group C,partial high school,standard,completed,77,90,85,84.0,85.0,6.56,90,77,252,Pass,Excellent
755,male,group C,associate's degree,reduced,Incomplete,58,55,53,55.3,55.0,2.52,58,53,166,Pass,Average
756,female,group E,associate's degree,standard,Incomplete,84,95,92,90.3,92.0,5.69,95,84,271,Pass,Excellent
757,male,group D,partial college,standard,Incomplete,55,58,52,55.0,55.0,3.00,58,52,165,Pass,Average
758,male,group E,bachelor's degree,reduced,completed,70,68,72,70.0,70.0,2.00,72,68,210,Pass,Good
759,female,group D,partial college,reduced,completed,52,59,65,58.7,59.0,6.51,65,52,176,Pass,Average
760,male,group B,partial college,standard,completed,69,77,77,74.3,77.0,4.62,77,69,223,Pass,Good
761,female,group C,high school,reduced,Incomplete,53,72,64,63.0,64.0,9.54,72,53,189,Pass,Average
762,female,group D,partial high school,standard,Incomplete,48,58,54,53.3,54.0,5.03,58,48,160,Pass,Average
763,male,group D,partial high school,standard,completed,78,81,86,81.7,81.0,4.04,86,78,245,Pass,Good
764,female,group B,high school,standard,Incomplete,62,62,63,62.3,62.0,0.58,63,62,187,Pass,Average
765,male,group D,partial college,standard,Incomplete,60,63,59,60.7,60.0,2.08,63,59,182,Pass,Average
766,female,group B,high school,standard,Incomplete,74,72,72,72.7,72.0,1.15,74,72,218,Pass,Good
767,female,group C,high school,standard,completed,58,75,77,70.0,75.0,10.44,77,58,210,Pass,Good
768,male,group B,high school,standard,completed,76,62,60,66.0,62.0,8.72,76,60,198,Pass,Average
769,female,group D,partial high school,standard,Incomplete,68,71,75,71.3,71.0,3.51,75,68,214,Pass,Good
770,male,group A,partial college,reduced,Incomplete,58,60,57,58.3,58.0,1.53,60,57,175,Pass,Average
771,male,group B,high school,standard,Incomplete,52,48,49,49.7,49.0,2.08,52,48,149,Pass,Average
772,male,group D,bachelor's degree,standard,Incomplete,75,73,74,74.0,74.0,1.00,75,73,222,Pass,Good
773,female,group B,partial high school,reduced,completed,52,67,72,63.7,67.0,10.41,72,52,191,Pass,Average
774,female,group C,bachelor's degree,reduced,Incomplete,62,78,79,73.0,78.0,9.54,79,62,219,Pass,Good
775,male,group B,partial college,standard,Incomplete,66,65,60,63.7,65.0,3.21,66,60,191,Pass,Average
776,female,group B,partial high school,reduced,Incomplete,49,58,55,54.0,55.0,4.58,58,49,162,Pass,Average
777,female,group B,high school,standard,Incomplete,66,72,70,69.3,70.0,3.06,72,66,208,Pass,Good
778,female,group C,partial college,reduced,Incomplete,35,44,43,40.7,43.0,4.93,44,35,122,Fail,Poor
779,female,group A,partial college,standard,completed,72,79,82,77.7,79.0,5.13,82,72,233,Pass,Good
780,male,group E,associate's degree,standard,completed,94,85,82,87.0,85.0,6.24,94,82,261,Pass,Excellent
781,female,group D,associate's degree,reduced,Incomplete,46,56,57,53.0,56.0,6.08,57,46,159,Pass,Average
782,female,group B,master's degree,standard,Incomplete,77,90,84,83.7,84.0,6.51,90,77,251,Pass,Excellent
783,female,group B,high school,reduced,completed,76,85,82,81.0,82.0,4.58,85,76,243,Pass,Good
784,female,group C,associate's degree,standard,completed,52,59,62,57.7,59.0,5.13,62,52,173,Pass,Average
785,male,group C,bachelor's degree,standard,completed,91,81,79,83.7,81.0,6.43,91,79,251,Pass,Excellent
786,female,group B,partial high school,standard,completed,32,51,44,42.3,44.0,9.61,51,32,127,Fail,Average
787,female,group E,partial high school,reduced,Incomplete,72,79,77,76.0,77.0,3.61,79,72,228,Pass,Good
788,female,group B,partial college,standard,Incomplete,19,38,32,29.7,32.0,9.71,38,19,89,Fail,Poor
789,male,group C,associate's degree,reduced,Incomplete,68,65,61,64.7,65.0,3.51,68,61,194,Pass,Average
790,female,group C,master's degree,reduced,Incomplete,52,65,61,59.3,61.0,6.66,65,52,178,Pass,Average
791,female,group B,high school,standard,Incomplete,48,62,60,56.7,60.0,7.57,62,48,170,Pass,Average
792,female,group D,partial college,reduced,Incomplete,60,66,70,65.3,66.0,5.03,70,60,196,Pass,Average
793,male,group D,high school,reduced,Incomplete,66,74,69,69.7,69.0,4.04,74,66,209,Pass,Good
794,male,group E,partial high school,standard,completed,89,84,77,83.3,84.0,6.03,89,77,250,Pass,Excellent
795,female,group B,high school,standard,Incomplete,42,52,51,48.3,51.0,5.51,52,42,145,Pass,Average
796,female,group E,associate's degree,reduced,completed,57,68,73,66.0,68.0,8.19,73,57,198,Pass,Average
797,male,group D,high school,standard,Incomplete,70,70,70,70.0,70.0,0.00,70,70,210,Pass,Good
798,female,group E,associate's degree,reduced,Incomplete,70,84,81,78.3,81.0,7.37,84,70,235,Pass,Good
799,male,group E,partial college,standard,Incomplete,69,60,54,61.0,60.0,7.55,69,54,183,Pass,Average
800,female,group C,associate's degree,standard,Incomplete,52,55,57,54.7,55.0,2.52,57,52,164,Pass,Average
801,male,group C,partial high school,standard,completed,67,73,68,69.3,68.0,3.21,73,67,208,Pass,Good
802,male,group C,partial high school,standard,completed,76,80,73,76.3,76.0,3.51,80,73,229,Pass,Good
803,female,group E,associate's degree,standard,Incomplete,87,94,95,92.0,94.0,4.36,95,87,276,Pass,Excellent
804,female,group B,partial college,standard,Incomplete,82,85,87,84.7,85.0,2.52,87,82,254,Pass,Excellent
805,female,group C,partial college,standard,Incomplete,73,76,78,75.7,76.0,2.52,78,73,227,Pass,Good
806,male,group A,partial college,reduced,Incomplete,75,81,74,76.7,75.0,3.79,81,74,230,Pass,Good
807,female,group D,partial college,reduced,Incomplete,64,74,75,71.0,74.0,6.08,75,64,213,Pass,Good
